objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
55872,PP631,"James Wei, Dean of the School of Engineering and Applied Science, 1991-2002 (1949-)",2002,2002,2002,"Paul Newton, Australian, born 1961",,,Oil on canvas,Paintings,,,American Art
55872,PP631,"James Wei, Dean of the School of Engineering and Applied Science, 1991-2002 (1949-)",2002,2002,2002,"Paul Newton, Australian, born 1961",,,Oil on canvas,Paintings,,,American Art
56290,PP632,"Robert George Jahn, Dean of the School of Engineering and Applied Science, 1971-1986  (1930-)",1988,1988,1988,"Clifford H. Schule, America, 1918–2000",,,Oil on canvas,Paintings,,,American Art
42808,PP633,Portrait of David Ben-Gurion (1886-1973),1962,1962,1962,"Daniel E. Greene, American, born 1934",,,Pastel on chocolate brown wove paper,Drawings,,,Prints and Drawings
42673,PP634,"Portrait of Martin Luther King, Jr. (1929-1968)",1964,1964,1964,"Daniel E. Greene, American, born 1934",,,Pastel on medium grey paper,Drawings,,,Prints and Drawings
56305,PP635,John Witherspoon (1723-1794),2001,2001,2001,"Alexander Stoddart, Scottish, born 1959",,,Cast bronze,Sculpture,,,European Painting and Sculpture 
57207,PP636.1,One of a pair of topiary tigers,2000,2000,2000,"Ruffin Hobbs, American, 1952–2008",,,Stainless steel,Sculpture,,,American Art
86954,PP636.1-.2,Pair of topiary tigers,2000,2000,2000,"Ruffin Hobbs, American, 1952–2008",,,Stainless steel,Sculpture,,,American Art
57208,PP636.2,One of a pair of topiary tigers,2000,2000,2000,"Ruffin Hobbs, American, 1952–2008",,,Stainless steel,Sculpture,,,American Art
57262,PP637,Mather Sun Dial,Based on 1579–83 design; executed ca. 1907,1579,1579,after Charles Turnbull,,,Carved limestone (Portland stone) with gun metal for gnomons (sundial points),Sculpture,,,European Painting and Sculpture 
57306,PP638,Remembrance,2000,2000,2000,"Toshiko Takaezu, American, 1922–2011",,,Cast bronze,Metal,,,American Art
57751,PP639,Up and Away,2009,2009,2009,"Odili Donald Odita, American, born Nigeria 1966",,,Acrylic latex wall paint,Paintings,,,Modern and Contemporary Art
57752,PP640,Rhumba,,1972,1991,"Richard Erdman, American, born 1952",,,African granite,Sculpture,,,American Art
57753,PP641,Stone Mancala Table,2006,2006,2006,"Kate Graves, American, born 1970 | George Scherer, American, born 1949 | David Robinson, American, born 1953",,,"Concrete, Indiana limestone, White cedar",Sculpture,,,American Art
57865,PP642,Maquette for Dance of Life,1986,1986,1986,"Richard Hunt, American, born 1935",,,Welded bronze,Sculpture,,,Modern and Contemporary Art
59718,PP643,Resonance,2009–10,2009,2010,"Kendall Buster, American, born 1954",,,"Powder-coated steel and PVC knitted shade cloth
",Sculpture,,,Modern and Contemporary Art
59929,PP644 a-c,Daily Cycle,2009,2009,2009,"Michael Graves, American, 1934–2015",,,Acrylic on board,Paintings,,,American Art
61832,PP645,Mosaic pavement: male and female heads within a meander pattern,ca. 400 AD,350,450,,Roman,,Stone,Mosaics,"Place excavated: Turkey, Daphne Harbie",,"Ancient, Byzantine, and Islamic Art"
61850,PP646,Horse-Head Conference Room,ca. 1999; installed in 2002,1999,1999,"Frank Gehry, American, born 1929",,,Lead over plywood,Sculpture,,,American Art
57081,PP647,Untitled,,1942,2009,"Toshiko Takaezu, American, 1922–2011",,,Porcelain with blue glaze,Ceramics,,,Modern and Contemporary Art
57080,PP648,Untitled,,1942,2009,"Toshiko Takaezu, American, 1922–2011",,,Porcelain with blue glaze,Ceramics,,,Modern and Contemporary Art
62856,PP649,Untitled,,1942,2011,"Toshiko Takaezu, American, 1922–2011",,,Porcelain with blue glaze,Ceramics,,,Modern and Contemporary Art
45358,PP65,"George Musgrave Giger, Class of 1841 (1822-1865)",1859,1859,1859,"Thomas Sully, American, born England, 1783–1872",,,Oil on canvas,Paintings,,,American Art
62857,PP650,Painted Flag,1847,1847,1847,"Attributed to John Archibald Woodside Sr., American, 1781–1852",,,Oil on cloth (silk?),Paintings,,,American Art
62858,PP651,"Joseph Edward Raycroft, Chairman of Department of Health and Physical Education, 1911-1936 (1867-1955)",ca. 1948,1943,1953,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
62859,PP652 a-b,Cape Elizabeth,,1967,2011,"James Cook, American, born 1947",,,Oil on canvas,Paintings,"Place depicted: North America, United States, Maine, Cape Elizabeth",,American Art
62860,PP653,"John Archibald Wheeler, Professor Physics (1911-2008)",,1946,2010,"Everett Raymond Kinstler, American, 1926–2019",,,Oil on canvas,Paintings,,,American Art
62861,PP654,"Eugene Wigner, American, born Hungary (1902-1995)",1991,1991,1991,,,,Oil on canvas,Paintings,,,American Art
62863,PP655,"Richard Phillips Feynman (American, 1918-1988)",1966,1966,1966,"Jirayr Zorthian, American, born Turkey, 1911–2004",,,Oil on canvas,Paintings,,,American Art
62864,PP656,"George Schultz, Class of 1942 (American, born 1920)",2008,2008,2008,"Everett Raymond Kinstler, American, 1926–2019",,,Oil on canvas,Paintings,,,American Art
62866,PP657,Bas-Relief on south facade of Alexander Hall depicting  Arts & Sciences Paying Tribute to Learning,ca. 1894,1889,1899,"John Massey Rhind, American, born Scotland, 1860–1936 | J. A. Bolger",,,Red sandstone,Reliefs,,,American Art
62867,PP658,Man of Sorrows,,1850,2016,"Helen D. Goldberg, American",,,Bronze,Sculpture,,,American Art
62883,PP659,The Third Constant of Euclidean Geometry,2000,2000,2000,"Helaman Ferguson, American, born 1940",,,Mongolian black granite,Sculpture,,,American Art
45359,PP66,Stephen Alexander (1806-1883),1856–57,1856,1857,"Daniel Huntington, American, 1816–1906",,,Oil on canvas,Paintings,,,American Art
62894,PP660,Sabor-Tooth Tiger Smilodon,,1894,1953,"Charles R. Knight, American, 1874–1953",,,Painted plaster[?],Sculpture,,,American Art
62898,PP661,Bengal Tiger,,1894,1953,"Charles R. Knight, American, 1874–1953",,,Bronze,Sculpture,,,American Art
62899,PP662,Bengal Tiger,,1933,1969,"Studio of Edward Marshall Boehm, American, 1913–1969",,,Porcelain,Ceramic,,,American Art
62901,PP663,Stalking Panther,"1891-1892, revised mid-1890s",1891,1892,"Alexander Phimister Proctor, American, 1860–1950 | Manufactory: Roman Bronze Works, New York",,,Bronze,Sculpture,,,American Art
62903,PP664,Large Ground Finch (Magnirostris),2009,2009,2009,"Tolly Nason, British, born 1977",,,Cast glass,Glass,,,Modern and Contemporary Art
62905,PP665,Warbler Finch (Certhidea Olivacea),2009,2009,2009,"Tolly Nason, British, born 1977",,,Cast glass,Glass,,,Modern and Contemporary Art
62907,PP667,Unity,,1906,2006,"Raymond Chirambadare, Zimbabwean, died 2006",,,Green serpentine[?],Sculpture,,,Modern and Contemporary Art
62910,PP669,Maquette for Fountain of Freedom,1966,1966,1966,"James FitzGerald, American, 1910–1973",,,Cast bronze,Sculpture,,,Modern and Contemporary Art
45360,PP67,John Thomas Duffield (1823-1901),,1833,1887,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
62911,PP670,Tapestry,ca. late 20th century,1975,1999,"Artists of the Philani Weaving and Printing Center, established 1995",,,Wool and dye,Textiles,"Place made: Africa, South Africa, Cape Town",,African and Oceanic Art
62947,PP671,"Memorial plaque for George Yardley Taylor, Class of 1882 (1862-1900) and Cortlandt  Van Rensselaer, Class of 1883 (1872-1900)",ca. 1900,1895,1905,"E. Wilson, American, active ca. 1870–1899",,,Bronze,Reliefs,,,American Art
64354,PP672,"Memorial plaque for James Robb Church, Class of 1888 (1866-1923)",,1923,2015,,,,Bronze,Reliefs,,,American Art
64355,PP673,"Memorial plaque for Daniel Miner Rogers, Class of 1903 (1882-1909)",,1909,2015,,,,Bronze,Reliefs,,,American Art
64690,PP674,"Memorial plaque for David Bovaird, M.D., Class of 1889 (1867-1923)",,1923,2015,,,,Bronze,Reliefs,,,American Art
64691,PP675,"Allan Marquand, Class of 1874 (1853-1924)",1917,1917,1917,"John Flanagan, American, 1865–1952",,,Bronze,Reliefs,,,American Art
65698,PP677,Commemorative plaque for Nassau Hall,ca. 1896,1891,1901,,,,Bronze,Reliefs,,,American Art
65703,PP678,Commemorative plaque for Nassau Hall,ca. 1896,1891,1901,,,,Bronze,Reliefs,,,American Art
65706,PP679,Commemorative plaque for Biological Laboratory,1877,1877,1877,,,,Terracotta,Reliefs,,,American Art
45364,PP68,John Thomas Duffield (1823-1901),1909,1909,1909,"David Dalhoff Neal, American, 1838–1915",,,Oil on canvas,Paintings,,,American Art
65707,PP680,"Memorial plaque for Algernon Brooke Roberts, Class of 1896 (1875-1909)",,1909,2012,,,,Bronze,Reliefs,,,American Art
65709,PP681,"Memorial plaque for David Paton, Class of 1874 (1854-1925)",ca. 1927,1925,1927,"Tiffany & Company, American, established 1853",,,Bronze,Reliefs,,,American Art
65713,PP683,Commemorative plaque for the Class of 1879,ca. 1934,1929,1939,,,,Bronze,Reliefs,,,American Art
65716,PP684,Memorial plaque for Horatio Whitridge Garrett (1873-1896),,1896,2012,,,,Stone,Reliefs,,,American Art
65731,PP685,Memorial plaque for Alice Whitridge Garrett (1851-1920),,1920,1920,,,,Stone,Reliefs,,,American Art
65732,PP686,Mosaic for original stage facade,ca. 1895,1890,1900,"J. A. Holzer, Swiss, 1858–1935",,,Sienna marble inlaid with mosaics,Mosaics,,,American Art
66022,PP687,"Rose Window Portraying Allegorical Study of Genius, Knowledge, Study, and Fame",1896,1896,1896,"J. A. Holzer, Swiss, 1858–1935 | Tiffany & Company, American, established 1853",,,Stained glass,Architectural Elements,,,American Art
66024,PP688,Dormitory Door in Nassau Hall,ca. 1855,1850,1860,,,,Wood,Architectural Elements,,,American Art
85613,PP689,Harvest Scene (Scène de Moisson),,1913,1982,"Louis-Edouard Garrido, French, 1893–1982",,,Oil on board,Paintings,,,European Painting and Sculpture 
39817,PP690,High chest of drawers,ca. 1760,1755,1765,"probably Henry Cliffton and, American, died 1771 | Thomas Carteret, American, active 1741–1771",,,"Mahogany, tulip, poplar, white cedar, and brass",Furniture,"Place made: United States, Pennsylvania, Philadelphia",,American Art
39993,PP691,Dressing table,ca. 1760,1755,1765,"probably Henry Cliffton and Thomas Carteret, Philadelphia, American, died 1771",,,"Mahogany, tulip poplar, white cedar, and brass",Furniture,"Place made: United States, Pennsylvania, Philadelphia",,American Art
39968,PP692,Chippendale side chair,ca. 1770,1765,1775,American,,,Mahogany,Furniture,"Place made: North America, United States, Pennsylvania, Philadelphia",,American Art
86634,PP693,Orrery,1770,1770,1770,"David Rittenhouse, American, 1732–1796",,,Wood and metal,Tools / Equipment / Implements,,,American Art
89898,PP694,"Shirley M. Tilghman (b. 1946), President  (2001-13)",2013,2013,2013,"Chen Yanning, American, born China, 1945",,,Oil on canvas,Paintings,,,American Art
101159,PP695,Stardust,2013–14,2013,2014,"Bhakti Ziek, American, born 1946",,,"Silk, Tencel, metallic yarns",Textiles,,,American Art
107443,PP696,Bill Bradley,2014,2014,2014,"Harry Weber, American, born 1942",,,Cast bronze,Sculpture,,,American Art
88117,PP697,"Portrait of Charles Scribner, Jr.",1974,1974,1974,"Everett Raymond Kinstler, American, 1926–2019",,,Oil on canvas,Paintings,,,American Art
106338,PP698,Moonlight,,1896,1945,"Louis Borgo, American, born in Italy, 1876, died after 1940",,,Oil on canvas,Paintings,,,American Art
108708,PP699,"Robert A. Bendheim, Class of 1937 (1916-2009)",2001,2001,2001,"Amedeo Lanci, Italian, 1943–2011",,,Red chalk on paper,Drawings,,,Modern and Contemporary Art
45368,PP7,"Ebenezer Pemberton (1705–1777), D.D. 1770, Trustee (1746–54)",,1746,1910,"Unknown American artist | copy after Benjamin Blythe, American, 1746–1811",,,Oil on canvas,Paintings,,,American Art
45369,PP70,"John Stillwell Schanck, Class of 1840 (1817-1898)",1870s (?),1870,1879,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
113827,PP700,Yankee Doodle,ca. 1937,1932,1942,"Norman Rockwell, American, 1894-1978",,,Oil on canvas,Paintings,,,American Art
122166,PP702,"Christopher Ludwig Eisgruber, 20th President of Princeton University (born, 1961)",2015,2015,2015,Ying-he Liu,,,Oil on canvas,Paintings,,,American Art
118817,PP703,Portrait of Reverend Ashbel Green,late 19th century,1871,1899,,,,Oil on canvas,Paintings,,,American Art
122652,PP704.10,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
122653,PP704.11,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
122643,PP704.2,Mural Study for the Entrance Hall of the John C. Green School of Engineering at Princeton University,1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956",,,Oil on Masonite,Paintings,,,Modern and Contemporary Art
122644,PP704.3,Mural Study for the Entrance Hall of the John C. Green School of Engineering at Princeton University,1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956",,,Oil on Masonite,Paintings,,,Modern and Contemporary Art
122645,PP704.4,Mural Study for the Entrance Hall of the John C. Green School of Engineering at Princeton University,1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956",,,Oil on Masonite,Paintings,,,Modern and Contemporary Art
122646,PP704.5,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
122648,PP704.6,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
122649,PP704.7,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
122650,PP704.8,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
122651,PP704.9,"Scheme of the Canvasses by G. Beal to be Hung on the Walls of the Entrance Hall of the Engineering Building, Princeton University",February-May 1946,1946,1946,"Gifford Reynolds Beal, American, 1879–1956 | Printed by Ernest F. Tyler, American",,,Blueprints,Prints,,,Modern and Contemporary Art
124072,PP705,Twins of Morning,1975,1975,1975,"John Anansa Thomas Biggers, American, 1924–2001",,,Lithograph on cream wove paper,Prints,,,Prints and Drawings
124074,PP706,Gossip,2005,2005,2005,"Elizabeth Catlett, American, 1915–2012",,,Color photolithograph and digital print on Somerset wove paper,Prints,,,Prints and Drawings
124073,PP707,Blues,1983,1983,1983,"Elizabeth Catlett, American, 1915–2012",,,Color lithograph on cream wove paper,Prints,,,Prints and Drawings
127464,PP708,"Ecstasy as Sublime, Heart as Vector",2016,2016,2016,"Shahzia Sikander, American, born Pakistan, 1969",,,"Glass, ceramic, marble",Mosaics,,,Modern and Contemporary Art
126791,PP709,John Witherspoon,1784,1784,1784,"James Tassie, British, 1735–1799",,,White glass paste,Medals and Medallions,,,American Art
128419,PP710,Quintuplet Effect,2016,2016,2016,"Shahzia Sikander, American, born Pakistan, 1969",,,"Paint on glass, steel",Glass,,,Modern and Contemporary Art
127716,PP711 a-b,"La Chasse, La Pêche",,1844,1886,"Adolphe Monticelli, French, 1824–1886",,,Oil on canvas,Paintings,"Place depicted: Europe, France, Marseille, Bompard district",,European Painting and Sculpture 
129303,PP712,Untitled,ca. 1987,1982,1992,"Peter Golfinopoulos, American, born 1928",,,Oil on canvas,Paintings,"Place made: North America, United States, New York, New York",,Modern and Contemporary Art
130138,PP713,Old Woman with Pots,,1959,1962,"Jean Nakadulu Luvwezo, Congolese, born ca. 1949",,,Oil on canvas,Paintings,,,Modern and Contemporary Art
130139,PP714,Whistling Guitarist and Supple Woman Dancer,,1959,1961,"Jean Nakadulu Luvwezo, Congolese, born ca. 1949",,,Oil on canvas,Paintings,,,Modern and Contemporary Art
130180,PP715,Portrait of Albert Einstein,,1892,1943,"Viktor Scharf, Austrian, 1872–1943",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
130180,PP715,Portrait of Albert Einstein,,1892,1943,"Viktor Scharf, Austrian, 1872–1943",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
129705,PP716,Gentle Fall,2015,2015,2015,"W. Carl Burger, American, born 1925",,,Oil on canvas,Paintings,,,Modern and Contemporary Art
45371,PP72,Rev. Lyman Hotchkiss Atwater (1813-1883),1888,1888,1888,"Eastman Johnson, American, 1824–1906",,,Oil on canvas,Paintings,,,American Art
134322,PP725,Paris 10ème,2004,2004,2004,"John Dubrow, American, born 1958",,,Oil on linen,Paintings,,,Modern and Contemporary Art
134444,PP726.1 a-b,Newton's Gift,ca. 1989,1984,1994,"Sydney Anne Neuwirth, American, born 1934",,,"Torn watercolor and cut found printed paper collage, pen and black ink, and graphite on two sheets of Arches white wove paper",Drawings,,,Prints and Drawings
134445,PP727,Life: Paint and Pantomime,ca. 1978,1973,1983,"Sydney Anne Neuwirth, American, born 1934",,,"Torn watercolor and cut black and found printed paper collage, white colored pencil, and pen and black ink, on Arches white wove paper",Drawings,,,Prints and Drawings
134446,PP728,Duet Rehearsal,ca. 2011,2006,2016,"Sydney Anne Neuwirth, American, born 1934",,,Watercolor and gouache over pen and black ink and graphite on Arches heavy white wove paper,Drawings,,,Prints and Drawings
134447,PP729,The Alchemy of Fire,ca. 2003,1998,2008,"Sydney Anne Neuwirth, American, born 1934",,,Torn watercolor collage with poured bronze paint over graphite on Arches smooth white wove paper,Drawings,,,Prints and Drawings
45361,PP73,Arnold Henry Guyot  (1807-1884),1857,1857,1857,"Daniel Huntington, American, 1816–1906",,,Oil on canvas,Paintings,,,American Art
135233,PP730,Landscape yellow,,1967,2018,"Chi Tung Chiangmai, born Shanghai, active United States, 1947",,,Oil on canvas,Paintings,,,Modern and Contemporary Art
135234,PP731,Landscape blue (waves),,1967,2018,"Chi Tung Chiangmai, born Shanghai, active United States, 1947",,,Oil on canvas,Paintings,,,Modern and Contemporary Art
135235,PP732,Landscape tree,,1967,2018,"Chi Tung Chiangmai, born Shanghai, active United States, 1947",,,Oil on canvas,Paintings,,,Modern and Contemporary Art
135236,PP733,Tempest,,1990,2018,"Mic Boekelmann, Filipino American, born 1970",,,Oil on board,Paintings,,,Modern and Contemporary Art
135237,PP734,Big Sky,,1990,2018,"Mic Boekelmann, Filipino American, born 1970",,,Oil on board,Paintings,,,Modern and Contemporary Art
128302,PP739,Portrait Bust of Ernest T. DeWald,,0,0,,,,Bronze on carved marble pedestal,Sculpture,,,American Art
45372,PP74,Arnold Henry Guyot  (1807-1884),,1833,1887,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
136902,PP743,Picturing Protest (Guy),2019,2019,2019,"Mario Moore, American, born 1987",,,Oil on canvas,Paintings,"Place made: North America, United States, New Jersey, Princeton",,Modern and Contemporary Art
136903,PP744,Several Lifetimes,2019,2019,2019,"Mario Moore, American, born 1987",,,Oil on canvas,Paintings,"Place made: North America, United States, New Jersey, Princeton",,Modern and Contemporary Art
137163,PP745,Garfield,2019,2019,2019,"Mario Moore, American, born 1987",,,Oil on canvas,Paintings,"Place made: North America, United States, New Jersey, Princeton",,Modern and Contemporary Art
137164,PP746,Valeria,2019,2019,2019,"Mario Moore, American, born 1987",,,Etching,Prints,"Place made: North America, United States, New Jersey, Princeton",,Modern and Contemporary Art
137165,PP747,Hank,2019,2019,2019,"Mario Moore, American, born 1987",,,Etching,Prints,"Place made: North America, United States, New Jersey, Princeton",,Modern and Contemporary Art
137684,PP749,Sanjeev Kulkarni,2020,2020,2020,"Daniel Adel, American, born 1962",,,Oil on canvas,Paintings,,,American Art
45373,PP75,Arnold Henry Guyot (1807-1884),1889,1889,1889,"Olin Levi Warner, American, 1844–1896",,,Bronze,Reliefs,,,American Art
137685,PP750,Emily Carter,2020,2020,2020,"Daniel Adel, American, born 1962",,,Oil on canvas,Paintings,,,American Art
137686,PP751,Sarah-Jane Leslie,2020,2020,2020,"Daniel Adel, American, born 1962",,,Oil on canvas,Paintings,,,American Art
45374,PP76,Karl Alexander Christian Langlotz (1834-1915),1923,1923,1923,"Wilford Seymour Conrow, American, 1880–1957",,,Oil on canvas,Paintings,,,American Art
45691,PP79,"Theodore Whitefield Hunt, Class of 1865 (1844-1930)",1920,1920,1920,"Marie Haughton Spaeth, American, 1870–1937",,,Oil on canvas,Paintings,,,American Art
45692,PP8,"Aaron Burr Sr. (1716–1757), President (1748–57)",,1833,1887,"Edward Ludlow Mooney, American, 1813–1887 | Located in Faculty Room, Nassau Hall",,,Oil on canvas,Paintings,,,American Art
45694,PP81,Cyrus Fogg Brackett (1833-1915),1910,1910,1910,Unknown,,,Stone,Medals and Medallions,,,American Art
45697,PP82,James Ormsbee Murray (1827-1899),,1876,1934,"Howard Russell Butler, American, 1856–1934",,,Oil on canvas,Paintings,,,American Art
45698,PP83,"Allan Marquand, Class of 1874 (1853-1924)",1917,1917,1917,"John Flanagan, American, 1865–1952 | tablet designed by Francis A. Comstock, American, 1897–1981",,,Bronze,Reliefs,,,American Art
45696,PP86,"Henry Fairfield Osborn, Class of 1877 (1857-1935)",1912,1912,1912,"Robert Lee MacCameron, American, 1866–1912",,,Oil on canvas,Paintings,,,American Art
45702,PP87,"William Berryman Scott, Class of 1877 (1858-1947)",1938,1938,1938,"Joseph Cummings Chase, American, 1878–1965",,,Oil on canvas,Paintings,,,American Art
45703,PP88,"Henry Burchard Fine, Class of 1880 (1858-1928)",1931,1931,1931,"Ernest Ludwig Ipsen, American, 1869–1951",,,Oil on canvas,Paintings,,,American Art
45704,PP89,"Andrew Fleming West, Class of 1874 (1853-1943), Giger Professor of Latin, First Dean of the Graduate School 1901-1928",1915,1915,1915,"Cecilia Beaux, American, 1855–1942",,,Oil on canvas,Paintings,,,American Art
45704,PP89,"Andrew Fleming West, Class of 1874 (1853-1943), Giger Professor of Latin, First Dean of the Graduate School 1901-1928",1915,1915,1915,"Cecilia Beaux, American, 1855–1942",,,Oil on canvas,Paintings,,,American Art
45705,PP9,Gilbert Tennent (1703-1764),,1702,1755,"attributed to Gustavus Hesselius, American, 1682–1755",,,Oil on canvas,Paintings,,,American Art
45706,PP90,"Andrew Fleming West, Class of 1874 (1853–1943)",1928,1928,1928,"Robert Tait McKenzie, American, born Canada, 1867–1938",,,Bronze,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Princeton Graduate College",,American Art
45709,PP93,"Howard Crosby Warren, Class of 1889 (1867-1934)",ca. 1935,1930,1940,"Harriet Hyatt Mayor, American, 1868–1960",,,Bronze,Reliefs,,,American Art
45710,PP94,"Charles Freeman Williams McClure, Class of 1888 (1865-1955)",1938,1938,1938,"John Young-Hunter, American, 1874–1955",,,Oil on canvas,Paintings,,,American Art
45712,PP95,"George Augustus Hulett, Class of 1892 (1867-1955)",1942,1942,1942,"Harriet Hyatt Mayor, American, 1868–1960",,,Composition,Medals and Medallions,,,American Art
45713,PP96,"Howard Crosby Butler, Class of 1892 (1872-1922)",1905,1905,1905,"George Bernard Butler, Jr., American, 1838–1907",,,Oil on canvas,Paintings,,,American Art
45714,PP97,"Howard Crosby Butler, Class of 1892 (1872-1922), First Master in Residence Merwick 1905-1913, Graduate College 1913-1922",1923,1923,1923,"Wilford Seymour Conrow, American, 1880–1957",,,Oil on canvas,Paintings,,,American Art
45718,PP98,William Gillespie (1870-1947),1937,1937,1937,"Content Johnson, American, 1871–1949",,,Oil on canvas,Paintings,,,American Art
45719,PP99,"Luther Pfahler Eisenhart (1876-1965) Dod Professor of Mathematics, Dean of the Graduate School 1933-45, Dean of the Faculty 1925-33",1945,1945,1945,"Ernest Ludwig Ipsen, American, 1869–1951",,,Oil on canvas,Paintings,,,American Art
