objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
130145,2017-47,Look it in the Eye,2016,2016,2016,"Shelly Malkin, American, born 20th century",,,Watercolor and mica,Drawings,,2017-01-01,Prints and Drawings
43002,x1983-111 a,Surface Series from Currents #37,1970,1970,1970,"Robert Rauschenberg, American, 1925–2008",,,Screenprint,Prints,"Place made: North America, United States, New York, New York",1983-01-01,Prints and Drawings
35151,PU 3971,Small woven basketry ring,before 1883,1870,1883,,Makah,,Twined red cedar root and bear grass,Textiles,"Place collected: North America, Cape Flattery",,Art of the Ancient Americas
13340,x1976-296,"Theseus and Achelous (Ovid, Metamorphoses IX, 1-97)",ca. 1792–95,1792,1795,"Jean-Guillaume Moitte, French, 1746–1810",,,"Pen and black ink, white and gray gouache, with black wash on two joined sheets of white laid paper",Drawings,,1976-01-01,Prints and Drawings
19054,x1994-77,Iris,ca. 1872,1867,1877,"Charles Herbert Moore, American, 1840–1930",,,Watercolor over touches of graphite,Drawings,,1994-01-01,Prints and Drawings
36513,1998-426,Pressure-flaked knife,ca. 3300–3100 B.C.,-3300,-3100,,Egyptian,Predynastic Period,Flint,Tools / Equipment / Implements,,1998-01-01,"Ancient, Byzantine, and Islamic Art"
7173,x1948-192,Church,,1887,1930,"David Thomson Muirhead, British, 1867–1930",,,Graphite,Drawings,,1948-01-01,Prints and Drawings
21862,y1942-22,Bamboo under Autumn Moon,undated,1700,1799,"Luo Tang 羅棠, 18th century",Chinese,"Qing dynasty, 1644–1912",Hanging scroll (framed); ink on silk,Paintings,"Place made: Asia, China",1942-01-01,Asian Art
40202,2001-106,Muerte y escalera (Death and Ladder),1992,1992,1992,"Francisco Toledo, Mexican, 1940–2019",,,"Collage with watercolor, white gouache, and graphite",Drawings,"Place made: North America, Mexico, Oaxaca, Oaxaca City",2001-01-01,Prints and Drawings
24513,y1953-78,Napoleon in Egypt,1867–68,1867,1868,"Jean-Léon Gérôme, French, 1824–1904",,,Oil on wood panel,Paintings,,1953-01-01,European Painting and Sculpture 
22634,y1945-77,Portrait of Napoleon,1802,1802,1802,"Pierre Raymond, French, active ca. 1802",,,Enamel,Enamels,"Place made: Europe, France, Limoges",1945-01-01,European Painting and Sculpture 
35792,PU 5434,Carved spoon handle,before 1885,1840,1885,,probably Tlingit,,Mountain goat horn,Tools / Equipment / Implements,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
30736,y1968-118,Laocoon,16th–17th century,1500,1699,,Italian,,Terracotta,Sculpture,,1968-01-01,European Painting and Sculpture 
137552,2020-120,"New York Times, Wednesday, December 11, 1996",1996,1996,1996,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
108625,2012-143.12,Guerrilla Girls' 1986 Report Card,1986,1986,1986,"Guerrilla Girls, founded in New York City, 1985",,,Limited edition signed poster,Prints,,2012-01-01,Modern and Contemporary Art
36196,PU 8248,Adze head,before 1903,1903,1903,,probably ancestral Eskimo,,Fossilized walrus ivory,Tools / Equipment / Implements,"Place collected: North America, United States, Alaska, North Alaska",,Art of the Ancient Americas
49650,2006-275,"Bridge Fan, from a Screen",1977,1977,1977,"Sandy Kinnee, American, born 1947",,,"Intaglio with burin and aquatint on handmade white wove paper in the shape of a fan
",Prints,"Place made: North America, United States",2006-01-01,Prints and Drawings
7322,x1948-1748,"Receiving Alms at the Door, one of the Acts of Mercy",,1775,1826,"possibly John Flaxman, British, 1755–1826",,,Graphite and two shades of greyish ink,Drawings,,1948-01-01,Prints and Drawings
31688,y1971-24,Lord Ernest Rutherford (1871-1937),,1919,1971,"Harald Isenstein, Danish, 1898–1980",,,Cast bronze,Sculpture,,1971-01-01,European Painting and Sculpture 
16049,x1984-437,"North end transept, Old St. Paul's: background study for Latimer Preaching at St. Paul's Cross",1851,1851,1851,"Sir George Hayter, British, 1792–1871",,,Graphite and brown wash,Drawings,,1984-01-01,Prints and Drawings
28202,y1958-36,Pilgrim Flask (Bubastis black ware),50 BC -- 50 AD,-50,50,,Egyptian,Late Ptolemaic to Early Roman Imperial,Ceramic,Ceramic,,1958-01-01,"Ancient, Byzantine, and Islamic Art"
37279,1999-232,Stela,A.D. 300–500,300,500,,Maya,Early Classic,Limestone,Sculpture,"Place made: North America, Belize, Guatemala, or Mexico, Maya area",1999-01-01,Art of the Ancient Americas
38951,2000-440,Studies for the head of an old man in Golgotha,1900,1900,1900,"Otto Greiner, German, 1869–1916",,,"Black, red and pink chalk
",Drawings,,2000-01-01,Prints and Drawings
53799,x1948-1996,Sketches of figures over architectural details,after 1855,1855,1875,"Alfred George Stevens, British, 1817–1875",,,"Recto: Graphite and red chalk
Verso: Graphite",Drawings,,1948-01-01,Prints and Drawings
33749,y1993-124,"Panel with ties, multi-colored with zigzag pattern, red, green and cream ties",A.D. 1000–1300,1000,1300,,Inka,Late Horizon,Wool and cotton,Textiles,"Place made: South America, Peru, South coast",1993-01-01,Art of the Ancient Americas
135820,L.2019.37.3,A Journal of the Plague Year,London: (first published 1722) 1835,1722,1722,"Daniel Defoe, British, 1660–1731",,,,Books,,,Exhibitions
32036,y1973-75,Meeting of Jacob and Esau,1594,1594,1594,"Cornelis Cornelisz. van Haarlem, Dutch, 1562–1638",,,Oil on wood panel,Paintings,,1973-01-01,European Painting and Sculpture 
32567,y1981-13,Madonna and Child,,1504,1530,"attributed to Andrea Sabatini, Italian, ca. 1484–1530",,,Fresco: tempera and plaster applied to a terracotta tile,Paintings,,1981-01-01,European Painting and Sculpture 
34871,y98 e,Man with Axe and Shield,7th–9th century,600,899,,Slavic,,Lead,Metal,"Place excavated: Northern Greece, Velestino",,European Painting and Sculpture 
48172,1995-414,Interim Portrait #255,1992,1992,1992,"Bill Jacobson, American, born 1955",,,Chromogenic print,Photographs,,1995-01-01,Photography
137743,2020-342,Untitled (Paris Bus),1948,1948,1948,"Saul Steinberg, American, born Romania, 1914–1999",,,Lithograph with watercolor,Prints,"Place depicted: Europe, France, Paris",2020-01-01,Prints and Drawings
42720,x1983-111 q,Surface Series from Currents #53,1970,1970,1970,"Robert Rauschenberg, American, 1925–2008",,,Screenprint,Prints,"Place made: North America, United States, New York, New York",1983-01-01,Prints and Drawings
38669,L.1974.4 a,"Notes from November 16, 1935 lecture at the School of Architecture, Princeton University",1935,1935,0,"Le Corbusier, French, born in Switzerland, 1887–1965",,,"Colored chalk on tracing paper, mounted on linen",Drawings,,,Prints and Drawings
32226,y1977-3,Geneve Plage,1974,1974,1974,"Sidney Thomas Guberman, American, born 1936",,,Acrylic on canvas,Paintings,,1977-01-01,American Art
34984,y864,Black-glazed Skyphos,6th century B.C.(?),-600,-501,,"Greek, possibly Attic",,Ceramic,Ceramic,,,"Ancient, Byzantine, and Islamic Art"
40659,y1940-330,Bottle,7th–8th century,600,799,,,,Olive-green and purple glass,Glass,Place collected: Syria,1940-01-01,"Ancient, Byzantine, and Islamic Art"
31380,y1970-115,Professor Albert Einstein,1933,1933,1933,"Sir Jacob Epstein, British, 1880–1959",,,Cast bronze,Sculpture,,1970-01-01,Modern and Contemporary Art
47056,1996-7,Maternity,,1916,1974,"David Alfaro Siqueiros, Mexican, 1896–1974",,,Color lithograph,Prints,"Place made: North America, Mexico",1996-01-01,Prints and Drawings
137156,2020-33 a-b,"First and Second Beauty Composites (Left: Bette Davis, Audrey Hepburn, Grace Kelly, Sophia Loren, Marilyn Monroe. Right: Jane Fonda, Jacqueline Bisset, Diane Keaton, Brooke Shields, Meryl Streep)",1982,1982,1982,"Nancy Burson, American, born 1948",,,Diptych; two gelatin silver prints from computer generated negatives,Photographs,,2020-01-01,Photography
28990,y1962-131,Head of an elderly man from a funerary relief,ca. 340–317 B.C.,-340,-317,,"Greek, Attic",,"Marble, large-grained white marble, possibly Pentelic or Parian",Sculpture,,1962-01-01,"Ancient, Byzantine, and Islamic Art"
136962,L.2020.4.15,Image from Peiping,1948,1948,1948,"Henri Cartier-Bresson, French, 1908–2004",,,Gelatin silver print,Photographs,,,Exhibitions
31400,y1976-26,Portrait of Nina Abrams,1960s?,1941,1976,"Karel Appel, Dutch, 1921–2006",,,Oil on canvas,Paintings,,1976-01-01,European Painting and Sculpture 
23404,y1949-3,Seated Female Figure,6th century B.C.,-600,-501,,"Greek, Attic",,Terracotta,Ceramic,,1949-01-01,"Ancient, Byzantine, and Islamic Art"
19539,y1930-409,Jug,probably 4th–5th century A.D.,300,499,,Roman,Late Antique,Transparent yellowish brown glass,Glass,(not assigned): Levant,1930-01-01,"Ancient, Byzantine, and Islamic Art"
1927,2016-786,Caricature with two figures,circa 1920s,1920,1929,"Miguel Covarrubias, Mexican, 1904–1957",,,Lithograph,Prints,"Place made: North America, United States, New York, Probably New York",2016-01-01,Prints and Drawings
28239,y1958-92,Katherine,ca. 1836,1831,1841,"Erastus Salisbury Field, American, 1805–1900",,,Oil on canvas,Paintings,,1958-01-01,American Art
41977,2003-140,"""The Diamond Rock - The River Findhorn - Moray Shire, Scotland"", from the Scottish River Series ""Moving Upstream""",1997,1997,1997,"Thomas Cooper, American, active Scotland, born 1946",,,Gelatin silver print,Photographs,,2003-01-01,Photography
24387,y1953-239,Christ Child Treading on a Serpent,1847,1847,1847,"Carl Johann Steinhäuser, German, 1813–1879",,,Marble,Sculpture,Place made: Europe,1953-01-01,European Painting and Sculpture 
7812,x1948-422,"Two lovers, detail of the stucco decoration, Vatican Logge, Rome",1752–56,1752,1756,"Augustin Pajou, French, 1730–1809 | after Giovanni da Udine",,,Black chalk,Drawings,"Place depicted: Europe, Italy, Rome",1948-01-01,Prints and Drawings
16987,x1991-252,Cabeza en rojo (Head in Red),1979,1979,1979,"Rufino Tamayo, Mexican, 1899–1991 | Printed by Ediciones Polígrafa",,,Mixed media color etching,Prints,"Place made: Europe, Spain, Catalonia, Barcelona",1991-01-01,Prints and Drawings
31303,y1968-9,Cross,12th century,1100,1199,,French,,Enamel,Ceremonial Objects,"Place made: Europe, France, Limoges",1968-01-01,European Painting and Sculpture 
78567,MWA S522,untitled (moon surface; almost all black),,0,0,Paul H. Kuiper student of Minor White,,,Gelatin silver print,Photographs,,,Photography Archives
108640,2012-143.27,Guerrilla Girls' identities exposed!,1990,1990,1990,"Guerrilla Girls, founded in New York City, 1985",,,Limited edition signed poster,Prints,,2012-01-01,Modern and Contemporary Art
36675,1998-407,One-handled cup (kyathos),late 6th century B.C.,-529,-501,,"South Italian, Daunian",,Ceramic,Ceramic,"Place made: Apulia, Southern Italy",1998-01-01,"Ancient, Byzantine, and Islamic Art"
31412,y1969-15,Tripod vessel with plumed jaguars in stucco,A.D. 300–600,300,600,,Maya,Middle Classic,Ceramic with polychrome stucco,Ceramic,"Place made: North America, probably Guatemala, Maya area",1969-01-01,Art of the Ancient Americas
46966,1996-62,The Woman Clothed with the Sun Fleeth from the Persecution of the Dragon,ca. 1797,1792,1802,"Benjamin West, American, 1738–1820",,,Oil on paper laid down on wood panel,Paintings,,1996-01-01,American Art
19646,y1930-425,Bottle,1st–2nd century A.D.,1,199,,Roman,Roman Imperial,Transparent light yellow glass,Glass,Place made: Asia Minor,1930-01-01,"Ancient, Byzantine, and Islamic Art"
52947,2007-20,Still Life with Watermelon,1865,1865,1865,"Rubens Peale, American, 1784–1865",,,Oil on canvas,Paintings,,2007-01-01,American Art
35018,y967,Vase,ca. 1710–15,1710,1715,"Meissen Porcelain Manufactory, German, active 1710–present",,,Red porcelain stoneware,Ceramics,,,European Painting and Sculpture 
58879,2010-80,The Wait,2009,2009,2009,"Ji Yunfei 季雲飛, born 1963",Chinese,"Modern period, 1912–present",Handscroll; ink and color on paper,Paintings,"Place made: Asia, China",2010-01-01,Asian Art
62019,2011-114,Aryballos in Corinthian style,ca. 590 B.C.,-595,-585,,"Greek, Attic",,Ceramic,Ceramic,,2011-01-01,"Ancient, Byzantine, and Islamic Art"
129395,2010-102.33 b,Dawn,1909,1909,1909,"Anne W. Brigman, American, 1869–1950",,,Photogravure,Photographs,"Place made: North America, United States, New York, New York",2010-01-01,Photography
29228,y1964-118,"Kneeling woman, playing knucklebones",4th century B.C.,-400,-301,,Greek,,Terracotta,Ceramic,,1964-01-01,"Ancient, Byzantine, and Islamic Art"
20787,y1937-141,Vase,1886,1886,1886,"Nashville Art Pottery, 1884–1889",,,Glazed earthenware,Ceramic,"Place made: North America, United States, Tennessee, Nashville",1937-01-01,American Art
61490,1995-101 d,coffin (endboard w/floral motif a-e; sideboards w/beast motif f-i; headboard w/ image of door and attendants j-m),10th–13th century,900,1299,,Chinese,"Liao dynasty, 907–1125",Wood and pigment,Funerary Objects,"Place made: Asia, China",1995-01-01,Asian Art
35050,PU 4064,Collapsible basket,before 1883,1870,1883,,Tlingit,,Spruce root twining with grass false embroidery,Textiles,Place collected: North America,,Art of the Ancient Americas
39350,2000-257,Red-figure krater fragment with the torso of a nude male,late 5th century B.C.,-429,-401,,"Greek, Attic",,Ceramic,Ceramic,,2000-01-01,"Ancient, Byzantine, and Islamic Art"
41864,2003-88,Reliquary in the form of a church or shrine,6th–7th century,500,699,,,Early Byzantine,Limestone,Sculpture,Place made: Syria ?,2003-01-01,"Ancient, Byzantine, and Islamic Art"
33429,y1990-5,Stand,early 6th century B.C.,-600,-571,,"South Italian, Daunian",,Ceramic,Ceramic,"Place made: Europe, Apulia, Southern Italy",1990-01-01,"Ancient, Byzantine, and Islamic Art"
39968,PP692,Chippendale side chair,ca. 1770,1765,1775,American,,,Mahogany,Furniture,"Place made: North America, United States, Pennsylvania, Philadelphia",,American Art
135837,L.2019.37.13,"A curious herbal, containing five hundred cuts, of the most useful plants, which are now used in the practice of physick . . .",London: 1739–51,1739,1751,"Elizabeth Blackwell, British, about 1700–1758",,,"2 volumes, includes numerous hand-colored engravings",Books,,,Exhibitions
43412,2004-505,"Bird jug in ""Free Field"" style, Bichrome IV ware",,-750,-600,,Cypriote,Cypro-Archaic I,Ceramic,Ceramic,,2004-01-01,"Ancient, Byzantine, and Islamic Art"
35201,PU 5279,Rattle made for tourists,before 1885,1870,1885,,Tlingit,,"Wood, red, black, and blue paint",Ceremonial Objects,"Place collected: North America, probably Sheet'ká Ḵwáan (Sitka)",,Art of the Ancient Americas
39786,2000-40,Torso of a man in a tunic,probably 2nd century A.D.,100,199,,Roman,,Fine-grained white marble,Sculpture,Place excavated: Turkey,2000-01-01,"Ancient, Byzantine, and Islamic Art"
29230,y1964-126,Leaping antelope,possibly 4th century B.C.,-400,-301,,Greek,,Bronze,Metal,,1964-01-01,"Ancient, Byzantine, and Islamic Art"
